"transactions_id","sale_date","sale_time","customer_id","gender","age","category","quantiy","price_per_unit","cogs","total_sale"
1729,"2023-11-22","18:55:00",82,"Male",29,"Clothing",4,"300","81","1200"
561,"2022-07-29","17:04:00",34,"Female",64,"Clothing",4,"500","250","2000"
1561,"2023-09-17","19:38:00",16,"Female",64,"Clothing",4,"500","170","2000"
67,"2023-08-19","20:19:00",119,"Female",48,"Beauty",4,"300","129","1200"
1067,"2023-10-03","17:01:00",105,"Female",48,"Beauty",4,"300","129","1200"
862,"2022-12-11","21:37:00",29,"Male",28,"Electronics",4,"300","78","1200"
1862,"2022-02-06","22:50:00",64,"Male",28,"Electronics",4,"300","165","1200"
481,"2023-07-13","17:12:00",48,"Female",43,"Electronics",4,"300","114","1200"
1481,"2023-11-09","17:22:00",20,"Female",43,"Electronics",4,"300","114","1200"
587,"2023-09-04","19:00:00",91,"Female",40,"Beauty",4,"300","99","1200"
1587,"2022-11-05","20:06:00",140,"Female",40,"Beauty",4,"300","105","1200"
212,"2023-10-12","18:13:00",105,"Male",21,"Clothing",3,"500","215","1500"
1212,"2022-03-16","18:05:00",142,"Male",21,"Clothing",3,"500","265","1500"
356,"2023-08-27","18:35:00",71,"Male",50,"Electronics",3,"500","255","1500"
1356,"2023-12-18","21:31:00",11,"Male",50,"Electronics",3,"500","245","1500"
726,"2022-06-05","19:37:00",72,"Male",47,"Clothing",4,"300","126","1200"
1726,"2023-06-26","18:12:00",13,"Male",47,"Clothing",4,"300","93","1200"
239,"2022-09-19","19:34:00",1,"Male",38,"Electronics",3,"500","165","1500"
669,"2022-01-23","20:24:00",110,"Male",24,"Beauty",4,"300","87","1200"
1239,"2022-07-08","20:42:00",134,"Male",38,"Electronics",3,"500","255","1500"
1669,"2022-08-04","22:28:00",83,"Male",24,"Beauty",4,"300","123","1200"
157,"2022-05-15","21:59:00",98,"Male",62,"Electronics",4,"500","170","2000"
839,"2023-11-11","21:02:00",130,"Female",20,"Electronics",4,"300","96","1200"
927,"2022-02-21","17:13:00",83,"Male",43,"Electronics",4,"500","250","2000"
1157,"2022-12-23","21:24:00",81,"Male",62,"Electronics",4,"500","270","2000"
1839,"2022-08-28","21:57:00",92,"Female",20,"Electronics",4,"300","156","1200"
1927,"2023-09-06","19:44:00",46,"Male",43,"Electronics",4,"500","180","2000"
46,"2022-11-08","17:50:00",54,"Female",20,"Electronics",4,"300","84","1200"
1046,"2023-07-21","21:47:00",5,"Female",20,"Electronics",4,"300","156","1200"
480,"2022-12-22","22:12:00",126,"Female",42,"Beauty",4,"500","225","2000"
1480,"2023-11-26","18:05:00",3,"Female",42,"Beauty",4,"500","165","2000"
78,"2023-02-17","21:08:00",68,"Female",47,"Clothing",3,"500","265","1500"
1078,"2023-05-04","22:20:00",16,"Female",47,"Clothing",3,"500","125","1500"
447,"2023-04-18","17:57:00",37,"Male",22,"Beauty",4,"500","245","2000"
1447,"2022-05-30","22:21:00",137,"Male",22,"Beauty",4,"500","155","2000"
93,"2022-01-25","20:52:00",148,"Female",35,"Beauty",4,"500","140","2000"
1093,"2023-11-06","17:26:00",87,"Female",35,"Beauty",4,"500","270","2000"
144,"2022-03-26","22:18:00",119,"Female",59,"Beauty",3,"500","255","1500"
474,"2022-05-08","17:57:00",145,"Female",26,"Clothing",3,"500","210","1500"
1144,"2022-12-30","21:27:00",148,"Female",59,"Beauty",3,"500","125","1500"
1474,"2022-05-15","20:49:00",84,"Female",26,"Clothing",3,"500","255","1500"
676,"2023-07-10","22:13:00",80,"Male",63,"Electronics",3,"500","205","1500"
1676,"2023-09-21","20:22:00",91,"Male",63,"Electronics",3,"500","210","1500"
773,"2023-01-14","19:10:00",3,"Male",25,"Electronics",4,"500","175","2000"
1773,"2023-12-12","18:50:00",80,"Male",25,"Electronics",4,"500","165","2000"
213,"2023-08-13","20:48:00",113,"Male",27,"Beauty",3,"500","275","1500"
487,"2023-04-09","21:03:00",36,"Male",44,"Clothing",4,"500","235","2000"
1213,"2023-06-21","17:23:00",41,"Male",27,"Beauty",3,"500","185","1500"
1487,"2023-02-01","19:01:00",131,"Male",44,"Clothing",4,"500","140","2000"
463,"2023-01-29","20:22:00",55,"Female",54,"Beauty",3,"500","175","1500"
1463,"2022-07-29","19:45:00",98,"Female",54,"Beauty",3,"500","170","1500"
13,"2023-02-08","17:43:00",106,"Male",22,"Electronics",3,"500","245","1500"
308,"2022-03-31","19:12:00",130,"Female",34,"Beauty",4,"300","126","1200"
1013,"2022-07-16","19:38:00",111,"Male",22,"Electronics",3,"500","200","1500"
1308,"2023-06-19","22:39:00",91,"Female",34,"Beauty",4,"300","150","1200"
875,"2023-11-30","21:47:00",134,"Female",51,"Electronics",4,"500","135","2000"
1875,"2022-06-03","22:42:00",141,"Female",51,"Electronics",4,"500","165","2000"
716,"2023-08-13","19:51:00",137,"Female",60,"Clothing",4,"300","108","1200"
1716,"2022-02-12","19:16:00",39,"Female",60,"Clothing",4,"300","87","1200"
648,"2023-02-23","18:13:00",41,"Male",53,"Beauty",4,"300","138","1200"
1648,"2023-07-10","17:18:00",16,"Male",53,"Beauty",4,"300","87","1200"
859,"2022-09-20","21:52:00",46,"Female",56,"Electronics",3,"500","190","1500"
1859,"2022-09-14","20:58:00",32,"Female",56,"Electronics",3,"500","205","1500"
956,"2023-04-24","21:50:00",140,"Male",30,"Clothing",3,"500","135","1500"
1956,"2023-06-01","20:40:00",62,"Male",30,"Clothing",3,"500","170","1500"
597,"2022-11-01","19:29:00",84,"Male",22,"Beauty",4,"300","111","1200"
1597,"2023-08-28","18:21:00",32,"Male",22,"Beauty",4,"300","78","1200"
368,"2023-01-31","21:11:00",90,"Female",56,"Clothing",4,"300","132","1200"
1368,"2022-03-08","21:29:00",145,"Female",56,"Clothing",4,"300","132","1200"
479,"2022-11-03","21:35:00",90,"Male",52,"Electronics",4,"300","105","1200"
1479,"2022-05-31","22:24:00",108,"Male",52,"Electronics",4,"300","162","1200"
756,"2023-07-17","20:33:00",4,"Female",62,"Electronics",4,"300","333","1200"
1756,"2022-05-12","22:16:00",119,"Female",62,"Electronics",4,"300","297","1200"
476,"2023-12-12","18:31:00",131,"Female",27,"Clothing",4,"500","570","2000"
1476,"2022-11-11","22:27:00",130,"Female",27,"Clothing",4,"500","555","2000"
253,"2022-09-30","21:26:00",66,"Female",53,"Clothing",4,"500","525","2000"
1253,"2023-12-03","19:58:00",108,"Female",53,"Clothing",4,"500","605","2000"
682,"2023-10-23","20:51:00",60,"Male",46,"Beauty",4,"300","354","1200"
1682,"2022-12-30","19:30:00",71,"Male",46,"Beauty",4,"300","315","1200"
296,"2022-12-31","22:44:00",73,"Female",22,"Clothing",4,"300","369","1200"
1296,"2022-11-26","20:42:00",45,"Female",22,"Clothing",4,"300","342","1200"
832,"2022-11-13","17:25:00",106,"Male",47,"Beauty",4,"500","600","2000"
1832,"2023-11-10","21:17:00",57,"Male",47,"Beauty",4,"500","480","2000"
165,"2022-09-24","19:01:00",75,"Female",60,"Clothing",4,"300","318","1200"
1165,"2023-12-01","17:04:00",29,"Female",60,"Clothing",4,"300","291","1200"
412,"2022-09-04","19:36:00",30,"Female",19,"Electronics",4,"500","570","2000"
1412,"2022-10-13","19:59:00",75,"Female",19,"Electronics",4,"500","615","2000"
626,"2022-10-30","21:01:00",65,"Female",26,"Clothing",4,"500","555","2000"
1626,"2022-10-10","19:13:00",19,"Female",26,"Clothing",4,"500","495","2000"
789,"2023-12-06","22:13:00",34,"Female",61,"Clothing",4,"500","510","2000"
1789,"2023-11-10","17:02:00",144,"Female",61,"Clothing",4,"500","615","2000"
89,"2023-12-30","21:15:00",117,"Female",55,"Electronics",4,"500","590","2000"
1089,"2023-10-21","18:44:00",108,"Female",55,"Electronics",4,"500","555","2000"
524,"2023-09-17","19:52:00",12,"Male",46,"Beauty",4,"300","297","1200"
1524,"2022-10-26","22:10:00",115,"Male",46,"Beauty",4,"300","321","1200"
735,"2022-11-26","21:38:00",153,"Female",64,"Clothing",4,"500","515","2000"
1735,"2023-09-05","17:26:00",86,"Female",64,"Clothing",4,"500","505","2000"
385,"2022-11-20","19:06:00",127,"Male",50,"Electronics",3,"500","525","1500"
1385,"2023-11-07","19:22:00",55,"Male",50,"Electronics",3,"500","505","1500"
437,"2023-11-26","18:53:00",56,"Female",35,"Electronics",4,"300","345","1200"
1437,"2023-09-04","19:19:00",76,"Female",35,"Electronics",4,"300","372","1200"
634,"2022-10-10","19:25:00",68,"Male",60,"Electronics",4,"500","535","2000"
1634,"2023-11-03","17:18:00",90,"Male",60,"Electronics",4,"500","520","2000"
441,"2023-11-06","22:00:00",85,"Male",57,"Beauty",4,"300","351","1200"
1441,"2023-10-04","21:38:00",63,"Male",57,"Beauty",4,"300","354","1200"
431,"2022-10-29","22:02:00",99,"Male",63,"Electronics",4,"300","345","1200"
1431,"2023-09-28","21:28:00",114,"Male",63,"Electronics",4,"300","312","1200"
711,"2023-09-23","22:26:00",103,"Male",26,"Electronics",3,"500","575","1500"
943,"2022-11-05","19:29:00",90,"Female",57,"Clothing",4,"300","318","1200"
1711,"2023-09-22","20:33:00",113,"Male",26,"Electronics",3,"500","570","1500"
1943,"2023-11-17","21:00:00",108,"Female",57,"Clothing",4,"300","321","1200"
109,"2023-09-06","19:57:00",94,"Female",34,"Electronics",4,"500","560","2000"
1109,"2023-12-13","22:13:00",114,"Female",34,"Electronics",4,"500","590","2000"
340,"2023-09-19","22:59:00",54,"Female",36,"Clothing",4,"300","294","1200"
1340,"2023-10-30","20:55:00",92,"Female",36,"Clothing",4,"300","348","1200"
342,"2023-11-05","17:24:00",85,"Female",43,"Clothing",4,"500","500","2000"
1342,"2022-09-18","23:00:00",114,"Female",43,"Clothing",4,"500","485","2000"
503,"2023-10-08","20:06:00",63,"Male",45,"Beauty",4,"500","570","2000"
869,"2022-09-08","22:16:00",51,"Male",37,"Beauty",3,"500","485","1500"
1503,"2022-10-17","18:28:00",67,"Male",45,"Beauty",4,"500","605","2000"
1869,"2022-10-23","19:51:00",113,"Male",37,"Beauty",3,"500","605","1500"
124,"2022-12-24","21:17:00",83,"Male",33,"Clothing",4,"500","515","2000"
677,"2022-12-17","21:13:00",65,"Female",19,"Beauty",3,"500","555","1500"
1124,"2023-10-06","20:04:00",83,"Male",33,"Clothing",4,"500","515","2000"
1677,"2022-10-02","20:51:00",84,"Female",19,"Beauty",3,"500","490","1500"
710,"2022-09-03","21:11:00",71,"Female",26,"Electronics",3,"500","495","1500"
1710,"2022-10-23","20:14:00",104,"Female",26,"Electronics",3,"500","610","1500"
507,"2022-12-11","21:40:00",52,"Female",37,"Electronics",3,"500","485","1500"
1507,"2022-12-27","22:14:00",95,"Female",37,"Electronics",3,"500","520","1500"
181,"2023-11-06","19:59:00",79,"Male",19,"Electronics",4,"300","327","1200"
1181,"2022-11-06","18:28:00",84,"Male",19,"Electronics",4,"300","354","1200"
47,"2022-10-22","17:22:00",96,"Female",40,"Beauty",3,"500","600","1500"
405,"2022-10-17","17:55:00",79,"Female",25,"Clothing",4,"300","324","1200"
1047,"2022-12-04","21:53:00",84,"Female",40,"Beauty",3,"500","490","1500"
1405,"2023-10-28","20:08:00",91,"Female",25,"Clothing",4,"300","342","1200"
595,"2022-10-15","21:35:00",65,"Female",18,"Clothing",4,"500","210","2000"
1595,"2023-10-04","17:44:00",115,"Female",18,"Clothing",4,"500","255","2000"
58,"2023-09-16","19:18:00",53,"Male",18,"Clothing",4,"300","75","1200"
1058,"2022-10-30","18:31:00",100,"Male",18,"Clothing",4,"300","153","1200"
369,"2023-12-13","19:42:00",111,"Male",23,"Electronics",3,"500","215","1500"
1369,"2022-10-10","21:14:00",64,"Male",23,"Electronics",3,"500","180","1500"
533,"2022-11-13","17:19:00",92,"Male",19,"Electronics",3,"500","155","1500"
1533,"2022-10-29","19:35:00",67,"Male",19,"Electronics",3,"500","255","1500"
169,"2022-11-28","18:47:00",73,"Male",18,"Beauty",3,"500","145","1500"
1169,"2022-09-25","17:12:00",101,"Male",18,"Beauty",3,"500","255","1500"
74,"2023-10-05","19:50:00",56,"Female",18,"Beauty",4,"500","205","2000"
1074,"2022-10-04","20:18:00",67,"Female",18,"Beauty",4,"500","230","2000"
424,"2023-12-20","19:21:00",101,"Male",57,"Beauty",4,"300","147","1200"
1424,"2023-09-05","21:32:00",54,"Male",57,"Beauty",4,"300","111","1200"
115,"2022-09-02","19:21:00",67,"Male",51,"Clothing",3,"500","255","1500"
1115,"2023-09-21","17:41:00",99,"Male",51,"Clothing",3,"500","180","1500"
215,"2022-10-03","21:20:00",101,"Male",58,"Clothing",3,"500","145","1500"
1215,"2022-11-19","20:44:00",107,"Male",58,"Clothing",3,"500","130","1500"
112,"2023-12-25","18:44:00",57,"Male",37,"Clothing",3,"500","165","1500"
608,"2022-12-07","22:19:00",112,"Female",55,"Electronics",3,"500","200","1500"
1112,"2022-12-22","17:11:00",94,"Male",37,"Clothing",3,"500","180","1500"
1608,"2023-09-26","21:01:00",87,"Female",55,"Electronics",3,"500","265","1500"
199,"2023-10-26","21:34:00",53,"Male",45,"Beauty",3,"500","135","1500"
1199,"2023-12-16","17:46:00",110,"Male",45,"Beauty",3,"500","190","1500"
65,"2022-12-11","20:03:00",84,"Male",51,"Electronics",4,"500","160","2000"
1065,"2023-10-24","15:16:00",76,"Male",51,"Electronics",4,"500","175","2000"
580,"2022-11-14","14:44:00",104,"Female",31,"Clothing",3,"500","200","1500"
1580,"2023-09-21","15:47:00",105,"Female",31,"Clothing",3,"500","250","1500"
700,"2022-09-01","15:07:00",61,"Male",36,"Electronics",4,"500","250","2000"
828,"2022-11-24","15:54:00",76,"Female",33,"Electronics",4,"300","132","1200"
1700,"2023-09-27","16:10:00",87,"Male",36,"Electronics",4,"500","210","2000"
1828,"2022-10-14","14:14:00",99,"Female",33,"Electronics",4,"300","165","1200"
361,"2022-09-12","16:37:00",112,"Female",34,"Electronics",4,"300","81","1200"
1361,"2023-09-12","16:00:00",89,"Female",34,"Electronics",4,"300","153","1200"
139,"2023-09-15","14:03:00",113,"Male",36,"Beauty",4,"500","230","2000"
1139,"2023-12-21","14:23:00",87,"Male",36,"Beauty",4,"500","230","2000"
99,"2023-11-19","15:12:00",71,"Female",50,"Electronics",4,"300","132","1200"
1099,"2022-12-24","12:41:00",56,"Female",50,"Electronics",4,"300","162","1200"
757,"2023-10-06","12:10:00",82,"Female",43,"Electronics",4,"300","105","1200"
1757,"2023-09-29","16:42:00",50,"Female",43,"Electronics",4,"300","132","1200"
664,"2022-09-03","16:52:00",109,"Female",44,"Clothing",4,"500","170","2000"
1664,"2023-12-12","16:44:00",99,"Female",44,"Clothing",4,"500","245","2000"
805,"2022-09-03","13:55:00",59,"Female",30,"Beauty",3,"500","155","1500"
908,"2022-10-30","14:47:00",64,"Male",46,"Beauty",4,"300","81","1200"
1805,"2023-10-10","13:35:00",79,"Female",30,"Beauty",3,"500","225","1500"
1908,"2023-12-17","12:34:00",93,"Male",46,"Beauty",4,"300","87","1200"
211,"2022-09-12","14:02:00",54,"Male",42,"Beauty",3,"500","235","1500"
1211,"2023-11-22","14:59:00",82,"Male",42,"Beauty",3,"500","235","1500"
